sd_id	dc_release_id	sd_artist	dc_artist	dc_artist_id	sd_record_label	dc_record_label	sd_label_cat_no	dc_label_cat_no	sd_title	dc_title	dc_country	dc_year	dc_decade	dc_genres	dc_styles
4215195	2369326	Graham Bond	Graham Bond With Magick	1431015	Mercury	Mercury	SRM-1-612	SRM-1-612	We put our Magick on you	We Put Our Magick On You	US	1971	70	Rock	Blues Rock
4222072	3308235		John Kay	248332	Mercury	Mercury	SRM-1-3715	SRM-1-3715	All in good time.	All In Good Time	US	1978	70	Rock; Blues; Pop	Blues Rock; Southern Rock; Soft Rock
4222074	1221291		Demis Roussos	29809	Mercury	Mercury	SRM-1-3724	SRM-1-3724	Demis Roussos.	Demis Roussos	US	1978	70	Electronic; Rock; Funk / Soul; Pop	Disco; Pop Rock; Ballad; Soft Rock; Europop
4221835	1285206		Bachman-Turner Overdrive	218602	Mercury	Mercury	SRM-1-3700	SRM-1-3700	Freeways.	Freeways	US	1977	70	Rock	Folk Rock; Classic Rock
4215978	1542101	Flock	The Flock	370496	Mercury	Mercury	SRM-1-1035	SRM-1-1035	Inside out	Inside Out	US	1975	70	Rock	Prog Rock
4215987	2127642	Sebastian Hardie	Sebastian Hardie	1484657	Mercury	Mercury	SRM-1-1071	SRM-1-1071	Four moments	Four Moments	US	1975	70	Rock	Prog Rock
4216002	2226952		City Boy	251946	Mercury	Mercury	SRM-1-1121	SRM-1-1121	Dinner at the Ritz.	Dinner At The Ritz	US	1977	70	Rock; Pop	Art Rock; Pop Rock; Prog Rock
4094396	9822299	Martha Lou Harp	Martha Lou Harp	2158022	Columbia	Columbia	CL 6258	CL 6258	Dream time	Dream Time	US	1953	50	Jazz; Pop	Vocal
3961254	4724956	Webley Edwards	Webley Edwards	300363	Capitol	Capitol Records	T-1339	T-1339	Hawaii calls: greatest hits	Hawaii Calls: Greatest Hits	US	1960	60	Folk, World, & Country	Pacific
3987167	2435345	Martin Mull	Martin Mull	857721	ABC Records	ABC Records	AA-1064	AA-1064	Sex & violins	Sex & Violins	US	1978	70	Blues; Folk, World, & Country	Comedy
3987468	696629	Four Tops	Four Tops	86093	ABC Records	ABC Records	AB-1014	AB-1014	The show must go on	The Show Must Go On	US	1977	70	Funk / Soul	Soul
4245865	603615		Minnie Riperton	61686	Capitol	Capitol Records	SO-11936	SO-11936	Minnie.	Minnie	US	1979	70	Funk / Soul	Soul
4237342	3030217		Stan Freberg	450006	Capitol	Capitol Records	SM-2020	SM-2020	The best of Stan Freberg.	The Best Of Stan Freberg	US	1963	60	Non-Music	Monolog; Comedy
4247495	8570755	Del Wood	Del Wood	340202	Mercury	Mercury	MG-20678	MG-20678	Ragtime goes south of the border	Ragtime Goes South Of The Border	US	1962	60	Jazz	Ragtime; Latin Jazz
4089299	5723472	[words by Jerry Leiber ; music by Mike Stoller]	Joan Morris	1794704	Nonesuch Records	Nonesuch	H-71346	H-71346	Other songs by Leiber & Stoller	Other Songs By Leiber & Stoller	US	1978	70	Jazz; Pop; Stage & Screen	Vocal
4089404	1221301		Various	194	Nonesuch	Nonesuch	H-72066	H-72066	Africa :	Africa - Witchcraft & Ritual Music	US	1975	70	Folk, World, & Country	Folk
4089405	2930188		Various	194	Nonesuch	Nonesuch	H-72067	H-72067	Turkey :	Turkey: A Musical Journey - Traditional Songs, Dances & Rituals	US	1975	70	Folk, World, & Country	Ottoman Classical
4233588	3395372		John Morell	658004	Capitol	Capitol Special Markets	QL-6836	QL-6836	Instrumental hit sounds of John Morell.	Instrumental Hit Sounds Of John Morell	US	1972	70	Rock; Funk / Soul	Classic Rock
4236633	9022432		Kingston Trio	326125	SM/Capitol	Capitol Special Markets	SLB-6971	SLB-6971	The Historic recordings of The Kingston Trio.	The Historic Recordings	US	1975	70	Folk, World, & Country	Country; Folk
3998035	3494945	string choir and orchestra / Morton Gould	Antal Dorati	834378	Mercury	Mercury	MG 50016	MG 50016	Porgy and Bess, symphonic picture	George Gershwin Porgy And Bess And Morton Gould Spirituals	US	1953	50	Stage & Screen	Musical
3998311	1823786	Steely Dan	Steely Dan	160906	ABC Records	ABC Records	AK-1107/2	AK-1107/2	Steely Dan/Greatest hits	Greatest Hits	US	1978	70	Jazz; Rock; Pop	Pop Rock; Fusion
3998567	6441777	Liberace	Liberace	97399	ABC Records	ABC Records	ABDP-4002	ABDP-4002	16 great performances	16 Great Performances	US	1975	70	Pop	Vocal
4190245	5939402	Hal Mooney	Hal Mooney And His Orchestra	377046	Mercury	Mercury	SR-60073	SR-60073	Any time	Any Time - Music For Every Month Of The Year	US	1959	50	Jazz; Pop	Easy Listening
4192837	12127884	Ian & Sylvia	Ian & Sylvia	1013029	Columbia	Columbia	C 30736	C 30736	Ian & Sylvia	Ian & Sylvia	Canada	1971	70	Folk, World, & Country	Folk
4192804	3484603	Artie Shaw and his orchestra	Artie Shaw And His Orchestra	335674	Columbia	Columbia	32021	C 32021	Artie Shaw and his orchestra:	The Beat Of The Big Bands	US	1973	70	Jazz	Big Band; Swing
4192806	2793428	Mark-Almond	Mark-Almond	490021	Columbia	Columbia	C 31917	KC 31917	Rising	Rising	US	1972	70	Jazz; Rock	Folk Rock; Jazz-Rock; Prog Rock
4192810	2021718	Taj Mahal	Taj Mahal	15158	Columbia	Columbia	KC 31605	KC 31605	Recycling the blues and other related stuff	Recycling The Blues & Other Related Stuff	US	1972	70	Funk / Soul; Blues; Folk, World, & Country	Chicago Blues; Rhythm & Blues; Country Blues; Texas Blues; Delta Blues; Louisiana Blues; Gospel
4192823	792446	Dreams	Dreams (4)	447971	Columbia	Columbia	C 30960	C 30960	Imagine my surprise	Imagine My Surprise	US	1971	70	Jazz; Rock	Bop; Fusion; Jazz-Rock
4192832	10491266	Lynn Anderson	Lynn Anderson	73164	Columbia	Columbia	C 30793	C 30793	You're my man	You're My Man	Canada	1971	70	Folk, World, & Country	Country
4193089	1643977	Andre Kostelanetz and his orchestra	André Kostelanetz And His Orchestra	833233	Columbia	Columbia	CL 780	CL 780	Lure of the tropics	Lure Of The Tropics	US	1954	50	Pop; Folk, World, & Country	Pacific
4192995	3686120	Xavier Cugat and his orchestra	Xavier Cugat And His Orchestra	195660	Columbia	Columbia	CL 618	CL 618	Olé!	Olé!	US	1955	50	Jazz; Latin	Afro-Cuban; Samba; Bossanova; Mambo; Latin Jazz
4193027	5503098	Harry James	Harry James (2)	313097	Columbia	Columbia	CL 562	CL 562	Dancing in person with Harry James at the Hollywood Palladium	Dancing In Person With Harry James At The Hollywood Palladium	US	1954	50	Jazz	Big Band
4193050	4491136		Bix Beiderbecke	282067	Columbia	Columbia	CL 846	CL 846	The Bix Beiderbecke story.	The Bix Beiderbecke Story / Volume 3 - Whiteman Days	US	1963	60	Jazz	Dixieland
4193022	1521859	Jacqueline François avec orchestre	Jacqueline François	648053	Columbia	Columbia	CL 570	CL 570	Mademoiselle de Paris	Mademoiselle De Paris	US	1954	50	Pop	Chanson; Ballad
4192082	5404544	Ralph Marterie	Ralph Marterie And His Orchestra	1087266	Mercury	Mercury	MG 20066	MG 20066	Dance band in town	Dance Band In Town	US	1955	50	Jazz	Big Band
4192679	3706699	Jim Nabors	Jim Nabors	679906	Columbia	Columbia	C 30449	C 30449	For the good times	For The Good Times - The Jim Nabors Hour	US	1971	70	Jazz	Easy Listening
4192777	5349878	Zim Zemarel Dance Band	The Zim Zemarel Dance Band	5783746	Columbia	Columbia	C 35616	C 35616	The Swazzé sound of Zim Zemarel Dance Band :	The Swazzè Sound Of The Zim Zemarel Dance Band	US	1978	70	Jazz	Big Band
4192975	661056	Mahalia Jackson	Mahalia Jackson	265667	Columbia	Columbia	CL 644	CL 644	Mahalia Jackson, the world's greatest gospel singer	The World's Greatest Gospel Singer	US	1955	50	Funk / Soul	Gospel; Religious
4192967	3820233		Charlie Christian	312997	Columbia	Columbia	CL 652	CL 652	Charlie Christian with the Benny Goodman Sextet and Orchestra.	With The Benny Goodman Sextet And Orchestra	US	1955	50	Jazz	Big Band; Swing
4192980	1719313		Frank Yankovic	1124512	Columbia	Columbia	CL 638	CL 638	Frankie Yankovic's polka party.	Polka Party	US	1955	50	Folk, World, & Country	Polka
4192988	2802779	Frankie Laine	Frankie Laine	377935	Columbia	Columbia	CL 625	CL 625	Command performance	Command Performance	US	1955	50	Pop; Folk, World, & Country; Stage & Screen	Chanson; Vocal
4193110	1600161	Doris Day	Doris Day	216294	Columbia	Columbia	CL 749	CL 749	Day in Hollywood	Day In Hollywood	US	1955	50	Pop	Vocal
4193191	1030944	Ray Conniff and his orchestra and chorus	Ray Conniff	281994	Columbia	Columbia	CL 925	CL 925	'S wonderful	'S Wonderful!	US	1956	50	Jazz	Big Band; Easy Listening
4193240	2593773		Percy Faith & His Orchestra	27515	Columbia	Columbia	CL 1010	CL 1010	Adventure in the sun.	Adventure In The Sun	US	1957	50	Jazz; Pop	Easy Listening
4193249	3899124	the Hi-Lo's with Frank Comstock	The Hi-Lo's	390933	Columbia	Columbia	CL 1023	CL 1023	Now hear this	Now Hear This	US	1957	50	Jazz	Vocal
4193213	1429044	Andre Kostelanetz and his orchestra	André Kostelanetz And His Orchestra	833233	Columbia	Columbia	CL 886	CL 886	Tender is the night	Tender Is The Night	US	1956	50	Jazz; Pop	Easy Listening
4193884	8372967		Les Compagnons De La Chanson	417192	Columbia	Columbia	CL 6208	CL 6208	Les Compagnons de la chanson.	Les Compagnons De La Chanson	US	1954	50	Pop; Folk, World, & Country	Vocal
4194575	3020894	Buddy Miles	Buddy Miles	254578	Mercury	Mercury	SR-61280	SR-61280	Them changes	Them Changes	US	1970	70	Rock; Funk / Soul	Blues Rock; Soul
4193418	2086111		Johnny Mathis	170755	Columbia	Columbia	CL 1351	CL 1351	Heavenly.	Heavenly	US	1959	50	Pop	Vocal
4193425	1728180	Ken Griffin	Ken Griffin (2)	941716	Columbia	Columbia	CL 1365	CL 1365	Romantic waltzes :	Plays Romantic Waltzes For Listening, Dancing, Skating	US	1959	50	Jazz	Easy Listening; Instrumental
4193870	4365566	Doris Day	Doris Day	216294	Columbia	Columbia	CL 6106	CL 6106	Young man with a horn	Young Man With A Horn	US	1950	50	Jazz; Stage & Screen	Soundtrack; Swing
4193840	4182823		Xavier Cugat And His Orchestra	195660	Columbia	Columbia	CL 6005	CL 6005	Rhumba with Cugat.	Rhumba With Cugat	US	1948	40	Latin	Rumba
4538698	978072	Bengt Hambræus	Bengt Hambraeus	193245	Limelight	Limelight	LS 86052	LS 86052	Constellations & Interferences	Constellations & Interferences	US	1968	60	Electronic	Experimental
4732849	4468584	Jon Hendricks	Jon Hendricks	253478	Reprise	Reprise Records	R-6089	R-6089	Salud! Joao Gilberto	¡Salud! João Gilberto	US	1963	60	Jazz; Latin	Bossa Nova; Soul-Jazz; Latin Jazz
4258401	2874823	The Sounds of Our Times	The Sounds Of Our Times	269313	Capitol	Capitol Records	ST-117	ST-117	Hey Jude	Hey Jude	US	1968	60	Jazz; Pop	Easy Listening
4284881	1750529	Johnny Mathis	Johnny Mathis	170755	Columbia	Columbia	KC 31626	KC 31626	Song sung blue :	Song Sung Blue	US	1972	70	Pop	Vocal
4284897	3600991	Carl Sandburg	Carl Sandburg	635338	Columbia	Columbia Masterworks	ML 5339	ML 5339	Flat rock ballads	Flat Rock Ballads	US	1959	50	Folk, World, & Country	Folk
4284818	2532678		Iain Matthews	554446	Columbia	Columbia	34671	PC 34671	Hit and run.	Hit And Run	US	1977	70	Rock; Pop	Pop Rock
4285033	3016363	Geer, Robert Ryan ; Words and music by Woody Guthrie	Various	194	Columbia	Columbia	KC 31171	KC 31171	A tribute to Woody Guthrie.	A Tribute To Woody Guthrie Part One	US	1972	70	Rock; Folk, World, & Country	Folk Rock; Folk
4285069	1021440	Ramsey Lewis	Ramsey Lewis	55738	Columbia	Columbia	34696	PC 34696	Love notes	Love Notes	US	1977	70	Jazz	Soul-Jazz; Jazz-Funk
4284917	1065960	Santana	Santana	30724	Columbia	Columbia	KC 30130	KC 30130	Abraxas	Abraxas	US	1970	70	Rock; Latin	Fusion; Hard Rock; Psychedelic Rock
4285250	2577409	Vikki Carr	Vikki Carr	266388	Columbia	Columbia	KC 31470	KC 31470	En Español:	Vikki Carr En Español: Los Exitos De Hoy Y De Siempre (The Hits Of Today And Always)	US	1972	70	Jazz; Latin; Pop	Vocal; Ballad; Easy Listening
4285138	1826479	Barbra Streisand	Barbra Streisand	53248	Columbia	Columbia	PC 33815	PC 33815	Lazy afternoon	Lazy Afternoon	US	1975	70	Pop	Vocal; Ballad
4285155	1755832	It's a Beautiful Day	It's A Beautiful Day	90238	Columbia	Columbia	KC 30734	KC 30734	Choice quality stuff :	Choice Quality Stuff / Anytime	US	1971	70	Rock; Blues	Folk Rock; Psychedelic Rock; Prog Rock
4284949	3307625	Tracy Nelson	Tracy Nelson	600317	Columbia	Columbia	KC 31759	KC 31759	Poor man's paradise	Poor Man's Paradise	US	1973	70	Rock; Blues; Folk, World, & Country	Folk Rock; Blues Rock
4284918	7917312	Roger McGuinn	Roger McGuinn	271470	Columbia	Columbia	34656	PC 34656	Thunderbyrd	Thunderbyrd	US	1977	70	Rock	Country Rock
4285182	4311756		Gentlehood	3161859	Columbia	Columbia	KC 32032	KC 32032	Gentlehood.	Gentlehood	US	1973	70	Rock; Pop	Folk Rock; Psychedelic Rock
4285187	1359005	Neil Diamond	Neil Diamond	271516	Columbia	Columbia	PC 33965	PC 33965	Beautiful noise	Beautiful Noise	US	1976	70	Rock; Pop	Soft Rock; Ballad; Vocal
4282160	5354870		Jane Powell	398271	Columbia	Columbia Masterworks	ML 2045	ML 2045	Date with Jane Powell.	A Date With Jane Powell	US	1949	40	Stage & Screen	Theme; Score; Musical
4282143	2689225	music composed and conducted by John Barry	John Barry	19502	Columbia	Columbia Masterworks	OS 3250	OS 3250	The lion in winter :	The Lion In Winter (Original Motion Picture Soundtrack)	US	1968	60	Stage & Screen	Soundtrack
4287167	6779126	Russel Crouse	Various	194	Columbia	Columbia Masterworks	KOS 2270	KOS 2270	Mr. President	Mr. President - Original Broadway Cast	US	1962	60	Stage & Screen	Musical
4287216	1512384	Loggins and Messina	Loggins And Messina	343367	Columbia Records	Columbia	PC 33175	PC 33175	Mother lode	Mother Lode	US	1974	70	Rock	Folk Rock; Country Rock
4287118	474074		Paul Simon	106474	Columbia	Columbia	PC 32855	PC 32855	Paul Simon in concert :	Paul Simon In Concert Live Rhymin'	US	1974	70	Rock	Folk Rock; Soft Rock; Pop Rock
4287103	1498796	Santana	Santana	30724	Columbia	Columbia	32445	PC 32445	Welcome	Welcome	US	1973	70	Jazz; Rock	Jazz-Rock; Latin Jazz
4287289	3064499	Tim Hardin	Tim Hardin	123766	Columbia	Columbia	KC 31764	KC 31764	Painted head	Painted Head	US	1972	70	Rock; Blues; Folk, World, & Country	Blues Rock; Folk
4287281	1536894	[written and performed by] Horacee Arnold	Horacee Arnold	503365	Columbia	Columbia	KC 32869	KC 32869	Tales of the exonerated flea	Tales Of The Exonerated Flea	US	1974	70	Jazz	Fusion; Contemporary Jazz
4259975	4380535	the Lettermen	The Lettermen	199671	Capitol	Capitol Records	ST-390	ST-390	Traces/Memories	Traces/Memories	US	1969	60	Pop	Vocal
4259977	3038734	Al De Lory	Al De Lory	266413	Capitol	Capitol Records	ST-394	ST-394	Al De Lory plays Midnight cowboy	Al De Lory Plays 'Midnight Cowboy'	US	1969	60	Jazz; Stage & Screen	Easy Listening; Theme
4284484	3161013	Jim Nabors	Jim Nabors	679906	Columbia	Columbia	KC 31336	KC 31336	The way of love :	The Way Of Love	US	1972	70	Pop; Folk, World, & Country	Vocal
4284547	1108628	Neil Diamond	Neil Diamond	271516	Columbia	Columbia	PC 32919	PC 32919	Serenade	Serenade	US	1974	70	Rock	Soft Rock
4284453	1856120	Laura Nyro	Laura Nyro	370500	Columbia	Columbia	PC 33912	PC 33912	Smile	Smile	US	1976	70	Rock; Blues; Pop	Vocal
4284400	4440654		Lynn Anderson	73164	Columbia	Columbia	KC 32941	KC 32941	Smile for me.	Smile For Me	US	1974	70	Folk, World, & Country	Country
4284417	709479		Chicago (2)	114483	Columbia	Columbia	KC 32400	KC 32400	Chicago VI.	Chicago VI	US	1973	70	Jazz; Rock; Pop	Fusion; Jazz-Rock; Pop Rock
4284644	1030065		Walter Carlos	8672	Columbia	Columbia Masterworks	MS 7286	MS 7286	The Well-tempered synthesizer.	The Well-Tempered Synthesizer	US	1969	60	Electronic	Modern Classical; Experimental
4284576	2037717	[all songs written by] Janis Ian	Janis Ian	98825	Columbia	Columbia	PC 33919	PC 33919	Aftertones	Aftertones	US	1975	70	Rock; Blues; Pop	Ballad
4283117	6523973	Andy Williams	Andy Williams	164570	Columbia	Columbia	KC 33234	KC 33234	You lay so easy on my mind	You Lay So Easy On My Mind	US	1974	70	Pop; Folk, World, & Country	Vocal
4283153	2111323	Tanya Tucker	Tanya Tucker	357985	Columbia	Columbia	KC 32272	KC 32272	What's your mama's name	What's Your Mama's Name	US	1973	70	Folk, World, & Country	Country
4537533	1057721	Leonard Nimoy	Leonard Nimoy	278871	Dot	Dot Records	DLP 25883	DLP 25883	The way I feel	The Way I Feel	US	1968	60	Rock; Non-Music; Pop	Folk Rock; Acoustic; Spoken Word
4537149	9486333		"Joe ""Fingers"" Carr"	302684	Dot	Dot Records	DLP 25715	DLP 25715	Hits of the '60's.	Hits Of The '60s	US	1966	60	Jazz	Ragtime
4537488	5810750		Wishbone Ash	343684	Decca	Decca	DL 75347	DL 75347	Argus.	Argus	US	1972	70	Rock	Hard Rock; Pop Rock
4571440	4211284	Billy Vaughn	Billy Vaughn	380915	Dot Records	Dot Records	DLP 3559	DLP 3559	Blue velvet & 1963's great hits	Blue Velvet & 1963's Great Hits	US	1964	60	Jazz	Big Band
4571488	1547983		Nazareth (2)	253882	A & M Records	A&M Records	SP-4666	SP-4666	Expect no mercy.	Expect No Mercy	US	1977	70	Rock	Hard Rock; Classic Rock
4571477	588272		Burt Bacharach	58359	A&M	A&M Records	SP-4622	SP-4622	Futures.	Futures	US	1977	70	Jazz	Easy Listening
4571497	245644		Brothers Johnson	88606	A & M Records	A&M Records	SP-4644	SP-4644	Right on time.	Right On Time	US	1977	70	Funk / Soul	Soul; Funk
4573510	1215561	Quincy Jones	Quincy Jones	17546	A & M Records	A&M Records	SP-4685	SP-4685	Sounds-- and stuff like that!!	Sounds ... And Stuff Like That!!	US	1978	70	Jazz; Funk / Soul	Soul-Jazz; Disco
4538846	1661666		Tom Lehrer	457354	Lehrer Records	Lehrer Records	TLP-1	TLP-1	Songs by Tom Lehrer :	Songs By Tom Lehrer	US	1953	50	Pop	Novelty
4538838	2966168		Tom Lehrer	457354	Lehrer Records	Lehrer Records	TL 202	TL 202	An evening wasted with Tom Lehrer.	An Evening Wasted With Tom Lehrer	US	1959	50	Pop	Comedy; Vocal; Parody
4538767	5866036		Jan Garber And His Orchestra	1253756	Decca	Decca	DL 74196	DL 74196	Dance program.	Dance Program	US	1961	60	Pop; Stage & Screen	Easy Listening
4538734	5729924	all selections written by Don McLean	Don McLean	229866	United Artists Records	United Artists Records	UAS-5535	UAS-5535	American pie	American Pie	US	1971	70	Rock	Folk Rock; Acoustic
4536944	7292882	Jerry Wallace	Jerry Wallace	476427	Liberty	Liberty	LST-7564	LST-7564	Another time, another world	Another Time, Another World	US	1968	60	Pop; Folk, World, & Country	Country
4531352	5713681	Billy Vaughn	Billy Vaughn	380915	Dot	Dot Records	DLP 3540	DLP 3540	Number 1 hits, vol. 1	Number 1 Hits, Vol. 1	US	1963	60	Jazz; Pop	Easy Listening
4536874	3353027	Four Freshmen	The Four Freshmen	330342	Liberty	Liberty	LST-7630	LST-7630	Different strokes	Different Strokes	US	1969	60	Jazz; Pop	Vocal; Big Band
4540943	2090510	Jay and the Americans	Jay & The Americans	259630	United Artists Records	United Artists Records	UAS 6671	UAS 6671	The sands of time	Sands Of Time	US	1969	60	Rock	Beat
4540954	2210647		The New Mix	1770250	United Artists Records	United Artists Records	UAS 6678	UAS 6678	The New Mix.	The New Mix	US	1968	60	Rock	Psychedelic Rock
4541226	1426127		Nazareth (2)	253882	A & M	A&M Records	SP-4610	SP-4610	Play'n' the game.	Play'n' The Game	US	1976	70	Rock	Hard Rock
4540233	5288179	Ferrante & Teicher	Ferrante & Teicher	179036	United Artists	United Artists Records	UAS 6406	UAS 6406	Springtime	Springtime	US	1964	60	Jazz; Pop	Easy Listening
4541058	2406736	Bobbi Martin	Bobbi Martin	984158	United Artists	United Artists Records	UAS 6755	UAS 6755	With love	With Love	US	1970	70	Rock; Pop	Soft Rock; Vocal
4540480	7702664		Various	194	RCA	RCA Victor	PRS-270	PRS-270	Christmas in New York :	Christmas In New York Volume 2	US	1968	60	Jazz; Folk, World, & Country	Easy Listening; Religious
4540511	1905697	the Easybeats	The Easybeats	293531	United Artists	United Artists Records	UAS 6667	UAS 6667	Falling off the edge of the world	Falling Off The Edge Of The World	US	1968	60	Rock	Pop Rock; Symphonic Rock
4537366	1330889		Fantasy (14)	1119911	Liberty	Liberty	LST-7643	LST-7643	Fantasy.	Fantasy	US	1970	70	Rock	Psychedelic Rock; Prog Rock
4537980	1228561	Crystal Gayle	Crystal Gayle	280034	United Artists Records	United Artists Records	UA-LA858-H	UA-LA858-H	When I dream	When I Dream	US	1978	70	Blues; Pop; Folk, World, & Country	Country
4538376	3032888	Henry Gross	Henry Gross	284082	Lifesong	Lifesong	JZ 35280	JZ 35280	Love is the stuff	Love Is The Stuff	US	1978	70	Rock	Rock & Roll; Pop Rock
4574290	2804342	Lani Hall	Lani Hall	104680	A & M Records	A&M Records	SP-4760	SP-4760	Double or nothing	Double Or Nothing	US	1979	70	Rock; Funk / Soul	Soft Rock; Disco
4527865	5386188		Maurice Chevalier	283102	United Artists	United Artists Records	UAL 4096	UAL 4096	Jessica :	Jessica:  Original Motion Picture Sound Track Album	US	1962	60	Stage & Screen	Soundtrack
4530737	4139792	the fantastic strings of Felix Slatkin	The Fantastic Strings Of Felix Slatkin	2326860	Liberty	Liberty	LSS-14004	LSS-14004	The magnificent XII	The Magnificent XII	US	1961	60	Jazz	Space-Age; Easy Listening
